C,C_prime,label
8598629654390424667,7760909245529958127,1
16022658776712206980,12484947209272372755,1
18274584361607650311,16469501211900929069,1
2415166833375757291,16722920392635108723,1
5347066543588881249,17684894452657504739,0
5679782744283047330,6319833433736961811,1
9184643667753793238,2778783438356103806,1
2649115999351864285,3448241548207782523,1
5698254049350643967,5418958425542201807,1
17980047015109849330,1417924055940470377,1
13150168043369931099,8422936615716516431,1
14399082389332029405,1987161346092806053,0
17927382010533633186,3105019946547832489,0
16396730845809720346,5758596730287149695,1
12410387818102206742,14263858189965033173,0
13841425960486771330,12001398607158278780,1
1493896321746543349,12070624957404064921,1
1996506240442997330,9466444909533338922,1
16790540840289070073,12333428329730454739,1
11075862641098237293,9761132333924795254,1
3782659877833296384,16576090002562844030,0
2530010918364901007,13655127126039510105,1
4706434203358508439,13458885031509140258,0
15750729726444169054,2388147454502771462,1
14636665100688856565,4254521388281293831,0
137148790863456962,6759511708017112436,1
13705508175501641520,11273287134506531866,0
286004107428531873,12173719037896252582,0
6978295305400024278,7636562364007678930,1
2698201717850388223,4352004109006284020,1
11866765724015441547,14811687145592423992,0
13735091162710006142,680716765108299663,1
1498442735441420723,9417464964183039882,1
11432024733199095943,12539942302811850130,0
11189165546477570382,9214254688354877899,0
7635340485377373218,9762708081975060573,0
11276439082164173939,14982878964903656076,0
10842751310403025442,3264563193990153657,0
13760709450717859380,1429093873659228798,1
8485252392599510340,17547405299507605913,0
13528522980855901296,1333797592294947369,0
10101464798128951297,9679729196720450139,0
14675246322311557074,13236471810271580692,0
16809618143054541956,3036095752326743036,0
794804136343355259,4960899050164699771,1
9638244360970143206,12706966892114915409,0
5406193355039653286,11755515989448498688,1
14484152487070148827,5783247914681078063,1
14448180793237156085,11695888538872571964,1
4148954189290886632,7706051757569423935,1
8297869185182214632,3411966716920786971,1
8939452814046386607,11253296166240114179,1
13278484188826786376,14917146142578817430,0
10245966885547958631,12959127370170421827,0
18393035661870729471,15852000741893087270,1
6265645384510850723,10326704518340663892,1
18435885555805940883,17146342222945263199,0
1902419220254349962,4067624380070045056,1
10266264744667397883,14303851068087193723,0
13709099308484790133,3464666272329632719,0
4558798900929463262,17265025043173639389,0
126083842856515280,7274525526117821525,1
8356255013742761603,13867629700951874852,0
11968927123010585141,10307921990451694073,1
4010290620365282820,425095795271489666,1
14417630631107028336,2199187506586194289,1
15640276139495568488,8240478421047301432,0
3482652071756298188,371487472482859997,0
5886472092358501807,7052765052630049953,1
13733843634649001138,8061794742128950648,1
5820931774599419947,11430489739967077655,1
4085281536981167773,15124672324422210546,0
1999171412758768674,11158500047264467774,0
4110695054847681247,17511598538426979559,1
7455530624104084556,16564278270394494331,0
4472608002494120856,1081423288597819910,1
4294081686987613431,3730780897017261404,1
9861379638153785504,13988077167874030704,1
57113289599619545,75236033502041340,1
16765224453285978727,15443872803830622003,0
3652001718585895133,9347088229792816821,1
17369665540314302355,9424653088206496927,1
4496916580580281292,14508193160678383400,1
7850838999539223950,5745972549860314034,1
2285481811171935017,3463258222099223510,0
1125952836051224111,1110152422287630768,1
3907599206724665855,2187576592121583777,0
6399499435476967521,15196560060261161563,1
15703435662990365197,14535861868283938272,1
9849921529477456725,8489846014225583983,1
2966466297615329099,15001814622989371844,1
457988214537713938,15490297361829757311,1
4403172991078179974,11519420501427496285,0
6426286835254432118,8415959586686692719,1
2913869860767153053,3672674394107081035,0
4366795438309742522,12991617018017764487,0
11823219793323565439,1495265324760918086,0
17632631592478702154,13053172263106982327,1
7259117630232962767,4048102981375525639,0
8954842459988993746,3118293486392618006,0
10970745517418733578,680656016175420794,1
12166021655632768360,11230134115750305711,1
1957047518132706513,13412859752982674042,0
10313707765093463829,12401617930836609054,1
4417681064264324991,11087558626471366840,1
1151115381655396175,16476606046796201905,0
14955939815208957134,14595931442795226538,1
5649748375849955176,14019797380949571273,0
5314271390431339849,8840976247069284012,1
1713099483916006359,1249783890851695110,0
7595721483077814334,6566857708583445675,0
4132502681671015981,16094780932490470717,0
581168112745905139,205027800510676,1
473541320154187623,6641493798858644117,0
6847544398722338237,41639004860094939,0
16701426253666147283,1135697525147932996,1
6876221037467786115,10142438199633742143,1
11144692857069975813,11032109964265837040,1
11999557971843180703,9552176039595000839,0
17388705160056556527,4202015031122923415,0
492800482316804144,14263400000238084986,1
4737966117042907283,7578249765845174123,0
6516977724496716409,11781368115341969324,0
17356119095719895562,14911187618670665768,0
1058873752843356989,4291285087882143016,1
6936555555727043571,2160977942034635339,0
17104635388366162294,2469866014006119194,0
12379249217154450883,7841416088918795649,0
15148539248520634850,7412555277713202272,1
4260864329769357753,3806995689890426563,0
3648142320538375943,16900434175398067229,0
6766463269882004457,16246387234226246797,0
13139626645897350286,254023170571933458,1
1120808723039526397,17776069485231834773,0
12561105439019570405,8732737995451910959,1
1390276495679981304,9463933137419285857,0
9075164729553924902,631121169519887383,1
16497310687544630162,1649518074214394096,0
17515915514438887711,11287672238229815624,0
9003199096346106542,8828725177267304957,1
6627742474381143687,6335761641478658087,0
4178625465883219653,14706383282955025324,1
17328779617799462171,5388280618112078700,1
18404063788620816482,3272321031038489725,1
6431390589178203833,14850759128731554226,1
1794289030584862193,16747163724753118512,0
11832962485786794159,4828011951603330458,0
2419440952572372562,8393820599341389768,0
5525838436865941477,8035365044551334982,1
3232865280520915716,8296426318708928041,0
6599777597210446007,9563732457652485756,0
8394612650325206188,14129301956595178040,0
12130645605843984035,5260896456435495643,0
2144381177910670326,13727309265439462633,1
18313887751121322178,9617487166861001536,0
1343861725296996368,2527483113234952832,0
13820514528368522890,2828711493815938890,0
16535606448176855827,2252452111060301023,0
11360907859873381281,10458112931270046472,0
16757554296382730967,17920816560497875277,0
18156467709188025818,9192917834872584861,1
11400313011764901044,18361535386414797644,1
17022008665041826680,11788118723802857108,0
11979512579167726113,5600435249882419375,0
5057576582730500651,5977572064302796327,0
1828183117208928739,457847045417953077,1
10462399175088465164,4964024005943369486,0
10995710692715598207,13080457005453546577,0
1001598589178508833,8161028594730323338,0
2425452817912702301,5350711843054409886,0
15790938096089562053,12973511486523908932,0
4328108672332437285,7537088852120035505,1
14656106779610514567,12746443559501556880,1
5478062590568958052,13403533854904528378,0
5267524914566989118,10930427655806493371,0
13531490991765461626,18142946272776779876,1
16094429472940917110,15300933805166207512,0
6351903637818134952,12822639276455345146,0
9029343035336389981,807325051135189808,1
4805937108363128077,5200320526108792452,1
17319333407103296076,17608436821668861711,0
7171319315988309870,5166863403262642531,1
2658346943565144425,16656570876505664425,0
9603804867242893885,8482389688299571683,0
6178570599306229180,17178297838736742159,0
14993745583199446594,12704844118637510466,0
9641315927757760346,18296802839349677450,0
3804668773523887156,9772554730019067867,1
15595073023883123844,8317181488954504929,1
14025234229622639842,14041189080206405155,0
6550730896969203436,14918871765451541442,0
10953516915487784665,9559338913690038514,0
4059882886476772594,12075725218017636183,0
6295989455723530642,1496186710508169641,1
4170918422647542960,4773313777721668338,0
3459613519682729577,12683128312695387224,1
3200440780380741995,14639073588358131042,0
16465948567596283361,2649908113970914469,1
406321042549494768,3810856436850160167,0
15792334836497486445,6775010559441505999,1
18437198716343780283,5537733006542648429,0
14633896972675793959,16764040808519903686,1
17395883122117814081,12153212910208689511,0
1251493947791501,1763936216051684881,0
18376301966455293791,12542191935121268819,1
2356399498441912138,4420434238443944111,1
12285760844611213002,924693502732521244,0
6507619475485412873,2279789212596428944,0
17798225465538898784,17714221095034292963,1
15372164018280791424,15034639647102029902,1
12199178903960694431,3416864943263906836,1
15685955520153227279,2790589612824355099,1
1014421283681067772,14893137036780394136,0
986759560394074432,2343718607018672256,1
9091465014780094690,10897331525793547710,1
176310010724821590,4393696967128999478,1
16160152012613765863,986734485448074776,0
1530071509868716636,14445430153146336298,1
4186016126891015808,13431549137717769891,0
16275487850900336542,16526540080136563280,1
10268909414093218856,17118210306073940057,1
4178916239485109117,16766630606853143081,0
16895860461395686080,14533978119140765050,0
6620365158012699085,2349856864471246807,1
554233888124578872,968705491643294654,0
6910034058692909353,17219229808820765329,1
5672908994178671660,13987203431400788393,0
9332428680660768850,8399792567972922839,1
351834708688727464,9612465542437472797,1
2166624426905119640,9907922349230973068,1
6511821020286428362,3046459273600977724,1
17915250076492404333,10204650987726514359,1
2192680807450587589,10636361568868476092,1
12750998094693648661,17354521289120356377,1
9464624826671141740,4948479815314118118,0
6878885572407590667,6461700426394078461,1
7461982026708179733,3930213515491420757,1
16367639117755235117,6580326060132896247,0
15819368597980309690,2881172444138912040,1
8872855685366480764,7339215711079745880,1
15325608450149505926,7284188669766430687,1
7698964070679849714,8264136748312632357,0
15902052310933342392,12258295502394449578,0
2245301284135589464,576559212798329649,1
17916611705712637262,2903335930065374568,0
1862870560606147456,6466180088221553078,1
12665570416045575531,15997238983884655899,0
17718182544109192585,13900928743470614030,1
7918743033619229518,13390077662355087443,0
5649677144668453072,3648930213282434287,0
9131616911582101357,3409803784352798942,0
9470070537632159594,15823624602949507475,1
15190583923284277973,9548899043168438464,1
11724323686253857895,7378322601672805718,0
9969335232743945719,1538706166928346318,1
12141764501801072783,14378657394367715436,1
16260400633082797925,18248183897769604094,0
8989608127549696715,4505919396514943873,1
17697816756223634980,14985517837505681837,1
2646433863173219298,15329276598527407907,0
14721386622256515857,9446374360096425905,0
9822208729131731352,14751214086987265160,0
14861778417227914689,183452361315706204,0
12968492349584543048,12839052639071674535,1
8423295163246552509,10751457224532370733,1
5917282012573342892,2221739247344755084,0
7665383180017671761,14753449719057433477,0
13546453443919784681,16559488514125098747,0
197515643357752119,1968230497873801158,0
10919184527817057196,4271392099522442354,0
13790590137896889591,18413199227385329627,0
10853412937212266145,13939546690872675788,0
10919427307442271888,11452737451137577188,1
8710056303267934479,11424363393615803285,1
7104295613099759063,4758987401703697136,1
12065678975926120989,3687678308252801075,1
4173979394500387068,2475865347553893547,0
8617080992053072859,2826398018151085159,1
16403221307763917707,4762121326313510241,1
3181522125108970824,14653344234019479615,1
9511542487605054782,3822307871528646758,0
2330212091779030486,16932906283228866446,0
15950831231954436793,11103179164835064651,0
6038566235806672225,15832332577602098682,0
16443124791777007768,11920122789138355749,0
17597603370249452274,2619837010871664235,1
12236014666836084227,13647937913510009288,0
3973277659877041328,18248845235921467390,0
6785077689402785891,5545217847508635730,1
6534628480865789835,14232094694513724380,0
17270293035897064495,11932363094520093157,0
12570975595416637123,940816585323801899,1
13017776837486882311,12734142567581639762,1
704004737196714292,10575738947384368043,1
15787265624941144051,8513850629308333325,0
2947733740761056866,1204792512623652535,1
4391111221876911237,11477786900500497613,0
14910058386105572668,18097554787346763461,1
15772176552404878732,7612561032119338409,0
6654583237717221668,7352740828426695268,1
12667597117031459139,2370950040884781557,1
1022226762847424052,808775188459803750,1
2390703227684018845,15627986988374595155,1
5301944506882788377,13951714352286869580,1
10989723965668302160,16079593948098697581,1
2681522642466302258,15890222034588286926,0
14621024566867726453,13821065059626781943,1
9510347801640102147,1147189084859074013,0
8828688732653892603,8276951898868364526,1
5735220160563400565,941663594670554533,0
5081491143410471533,10033741482910133706,0
12674033309124140270,12601508598006156819,1
9532556211088864515,8451213948619628349,1
1065298731109967000,7555545520695935410,1
3471917534274236200,8223768870868418019,1
7285489147237635715,10737107231734119535,0
5614497916989416221,8119768038769102956,1
14173076499725991544,6915249808527011770,1
4213812563240918746,13427270822919748730,1
13795646747081367953,14741108547432208748,1
6452078358692351356,14135115114774755568,0
15316832804818807196,16305463917613604636,0
1175552097132037739,16373894925999537625,1
12660880718214357539,16783222074435392284,0
524884295034541253,5724841705089316554,0
13633487241077931845,5153017257691350960,1
11925232039704539402,2643452401110624851,1
12363411367921918784,12148567353283558171,1
2010137989882964539,13828302967573883576,1
8838990620188669270,7785988073896200816,1
12748589017978360475,11677827633278716187,0
1331409555251913282,9097371399800917416,1
4160356134398381617,14885367279743361767,1
14158111849081861706,16692755674542396558,1
2576951798523758220,3952567066817099474,1
17898208180288161861,7743799378821615995,0
6562763622700360726,4236443519687752390,0
6138234665989812014,6624017397883290868,1
6918533266564153810,18066940205047562561,0
5556105673191866855,11513628550888210985,1
16957212273361571801,12934284013320006704,0
7303869882779725833,4512564185234000856,0
4909974635114297010,16140511337244771508,0
17001604774141785077,5436786904959374949,0
12550068917334155872,10258559099005338928,1
8257429880448863976,10180542053412177705,0
17102402863010791698,16020530214504458898,1
13580771275554088764,7239598982118716034,1
1205888740420604909,11475547034161632472,0
12752259917837650673,14115941954670028382,1
14426153727283942995,17348607839673969614,0
6988258766847763783,10779138552928054503,0
16152920943939719595,4732577338695527810,0
5186926199715080336,6971238039058962960,0
1647707792942006756,3769493552701643746,0
15720878934746154408,5892928227460207352,0
4646745965103583161,6952888045756001707,1
8939046036413319733,16986751588833986569,0
1630070319726988220,8163941048778801014,0
199171197592658379,10488293664650868022,0
18440360296016041663,2629836313315204458,1
14560387324761409387,11428848675041482957,0
3121426165011225962,13534401532793494380,1
5087425379917185837,4265325759277248222,0
12756467922738750164,11299855142177656348,1
13944940814110388133,11647616161247345494,0
13881496277046750632,4811932435152200698,1
17695698633686053871,1237906130793203778,1
1026894805653336639,9723324216118354469,0
6509478720060028386,15020865880605112024,0
14137510266651902951,582912368687254280,1
4512687564692643355,7876663662089352481,0
17333281303186805937,13783966491737520715,1
17457587596992492998,13169652573340332372,1
16549006643133814704,7132809481325152782,1
15440531672693525383,4618187085676839879,1
13834603738094611731,17263039860019855147,0
1054080749321092805,4113304168882135266,0
9676550507489572693,12283769195983248218,1
7847005125100736596,18076768807312144734,1
5104216541993165574,11559608262260881863,0
15745785694886361850,4527216046094721087,0
12745133573040937828,11941665947373799616,1
18327534929749837140,13587967656578969818,1
5879249842027461112,3721889814860428552,0
15233544774665520012,10614154869341774567,1
16603985525844519277,17044773420507312285,0
5972258389572214785,11938357582090573300,0
17564474155218318391,2068992827786843816,0
344728602560402323,9802399544834397479,1
6146461587254808610,10360945124889571007,1
3340857532803257973,8802769715040275482,1
5859541163324359803,10563848512678836850,1
8574172699279020969,7207039714038375188,1
10012457155459164229,13999063878807919341,0
9423121402010294261,11309301819968363283,1
16261387957705359864,16636909119714181582,0
239779927440206988,13990383323496013756,1
68967534450337587,16158226418440259363,1
80580584623328660,4909365189350704763,0
85718564666976162,17771021430282332820,0
1890584607912239665,7425719564326836485,1
1250236894982606258,9734760735481586477,1
15866241834487410978,7247058276372411591,0
6877414002569321218,16419279153547793712,1
2223735309766327260,11872405502792655490,1
13404236999630821603,11346797015711126520,0
13261903601802426520,14171338925048249047,0
1564955121522357343,18128842593921021975,1
8580247443863351073,1757260879418674657,0
19132760668237280,7234028081956515221,1
14370258654583721717,5120834008844754064,1
11808886263562065863,8614013035878254637,1
136594774499000057,14587547515673061475,0
14271910398061673544,6611219255700175747,0
14535025930397127601,3685154650843093204,0
7954920207582202468,13602433906339436884,1
2568323054721442543,4587007738605468006,1
9421370040384559007,10406511596310730602,1
13434953018253688948,12801190256701762373,1
4725121953031310391,16832667782857035194,1
7894590073561520971,17223157262609284289,1
4326740390763983133,7691254941531463551,1
16609672526935324726,17196409405092427787,1
17370339147659618050,10885116166203770129,1
692370355070525591,13003421071932562619,1
11166064230046817118,11549504974882784441,1
16999039934677504751,9613974908715364447,1
15150864001146198764,15984131118971030648,0
8868393675969415993,18099760027675031033,0
5484446575197836751,5973894278791360932,1
15904675958786072995,1873097081014109409,1
6841547719773876738,12300183142041211667,0
12219936447502430883,10148491834261668046,1
2369985199299290071,17032497553914429161,0
9746164503427473810,8407994018947605673,1
13213210234593560052,16237946278021911859,0
3781447128467789563,5361760580229342691,0
916508337802505240,4294862560847551415,1
5358694592261822096,14446256512556016669,1
17173939199027623214,13937754689893633950,1
15747186341891861564,8773764094895935446,1
795091115534578446,16955235810772530033,0
18077966054817071256,15693999824475145336,0
5166962713268100373,15656945158135032705,1
5465650038820039082,7939178730590102968,0
12901869976551479637,11685140566767870521,1
9579130604314788177,14187380470217114204,1
802183534774551520,14535579603063811121,0
8636863825415051522,15512689794905481751,0
5053752078522827857,16156062644666147728,0
1007918386378871235,13525456313162636721,0
10615768285048644255,9584130738144994507,1
1211260318180717305,9768733032930826699,1
14035347530254475685,14593090107313302450,1
11627450060922951211,7925540757788825437,1
8056106271476889117,13711191052869995745,1
16319297987404454931,14917249326796041796,0
6804457719243191889,12537404263112878368,0
5525800798600130379,8503880657132082602,0
8032778714691676074,9444022888138853241,0
5689730867293728960,16560153013564036501,0
17089591019785984730,7001942990599578050,1
8857562123604564523,5144366300481485910,0
7014304999383910407,3689882810899653990,0
7134532871640272248,2337178931587993336,0
4991904684353000552,16851495716994748203,1
5845700813930454889,6166097907577101436,0
1981072510650196692,16603121694683722527,0
16076144265496506850,11870133245966987017,1
110344963923205593,1573594023103929374,1
665481407565532058,15340917966267538746,0
8053963112145425150,7005657892921297487,0
16181715014467775186,4321322093036336010,1
13040577122090335480,14974614909961910750,0
16576289895983090796,17836470042770624872,1
3020295297513194719,5442075846361556571,0
13232268691889540028,14679305628798511923,0
10708523235771096007,14092702684568837117,0
15417198143915759795,8322430994332448043,0
14389052783338018656,9431526281286255979,0
15373742619887147134,16488295168921227557,1
5711693061038687527,398629894072326069,0
8414370774732506676,10718313811000571099,1
12618408950530396847,6589468763679220232,0
13021578503315816739,10984013342855389552,1
11305726733560146663,7767523456129954797,0
9564230063408967400,5444947249786000079,0
13583671529965631021,17083067266592292099,1
18164789157607500799,14371973779244442396,0
7654271109866337736,13216784089900986629,0
4197044073297123275,17655088161592910801,1
15710257258378006011,1052935157424420918,0
14714651020682898376,9025307374517388939,0
15630651516908041921,3396643223414720389,1
107423584421468999,16416318757682582956,0
13923873344087693421,3879062211786352282,0
3326714476183894264,10537435414596958765,0
15633362136298571251,4847423678369922466,0
8978036553758173143,17659528276657055235,1
16051554713871919612,2981981240942776792,1
5538200433346333338,11786758092258124346,0
16064340512088771099,18051620648328612988,0
11239294862023872636,15917510543666456147,0
9091287118472716624,15621633707915808625,0
9416414705954706392,5849682697586176429,0
782286803963037039,15837269186967745720,1
15248068110080230807,367863993125810267,0
6674594696471787997,7581371610465013649,1
16128801954680883830,1837306056172006590,0
1631017009596643699,11958825064946428136,1
12867655384705017481,14111667626206578496,1
11437637021597848789,7801284398535701867,0
9704322089239766609,2828746236663070209,0
1930370696180352965,14972503347828800368,1
14304505529358252534,1420726626428720066,0
16183984325618102571,5062333179698392236,0
10570195019158184195,11097788592037136075,0
14308693715411386944,14343700058549954726,0
12036602125129281301,6167701701408235645,1
7177553094963904288,7604569828234865938,0
4934654645781229531,14223319239617392085,0
13782821021398553490,17371244980290596221,1
14856353288617901913,15520818688818828488,1
7961585035798065526,12229418149291329104,1
15753673025461129796,9095030556245929814,0
6244484591939100125,17951142023221565747,0
7106548568697483640,15296070318811365844,1
2980746232412589727,11917547125690094236,1
2257620024344348149,5532052255207036732,1
13822116493954909759,8437934887835351577,0
2977616544904893531,15011827324710017541,0
2356253199499095104,8218914924157160839,0
8159336920598015249,3194584997704829300,0
854379463908234543,11936147160137188207,0
17659218718231134743,1918219008722283953,0
6950780820708596636,12044717937856448765,0
4363072751630108319,1456739754080186387,1
16746918611011186995,5824889262400130754,0
5804040350363687287,9662249363296181245,0
7945244436449994850,17781066705084733879,1
16446550474189902067,17852887771030421141,0
3368417778848933632,9079455174004709088,0
4265094195577358716,14007745552323322730,0
1136214299261714945,10794139561546102228,1
9482382136437601330,3536326529526352709,1
4409910651620885287,8494510321864266217,0
3373034055344454871,16919533606817815166,0
536214912558040093,8676755951997309213,0
14239795534844059117,13229122734062592376,1
4608864349527487077,11774227825371922323,1
17311628575394560582,10351428261592137928,1
2194249873536316646,18251177644295750415,0
11099013428617312181,4281372570355048661,1
15148581616724376920,6625671336259348582,1
3064656544125235238,16644358223357882115,0
14123093684227047456,7520020339364347375,1
3736429598913880215,16850275210763962796,0
8770323875214098794,8662341265596711408,1
166186124810569117,10826083799933914254,0
14289101666325532266,12019937347451785959,1
16431313661363200253,7023903187817535858,0
11605368816110007976,6941396591262637596,0
6605466583964179253,17091566521815775853,1
11580488281263490443,9305705934117502080,1
1478665907775295339,2281886524541600979,0
11356453510037124602,10530560876291871822,1
3617695910102953175,2118552283915615333,0
1951560406301363278,16978075008492109957,1
2862102535313059944,18391497725147392047,1
10798315325823829510,10774272526725851852,1
17154906603640316517,16685928479744160911,1
3005120145161750589,10221178439505551935,0
3404125478829764944,2096425011254036672,0
7467974978747673404,5472027059112084232,1
13743560413359835065,15478280810605449657,0
17779168222765524614,4853466838037580310,0
18390841037447748908,9478142976118598867,1
2742463090821344102,13977004284794523788,0
1718160569894065308,16066067031693642930,1
4967394530865917696,9184589245183946805,1
6262641329564085740,11147754320647162135,1
14781025992801550738,14371211943058378515,1
6666817218116151793,8582854939914825369,1
2865201163860506315,13108856444067416066,0
18344705193311292548,6103019031262652066,1
10401476303166395477,10072364868786815727,0
144302893639341888,7509461054530789866,1
15466588045864491670,14052632140338066111,1
11599114055857761040,7220463972932736530,1
7361514792609036746,17675795503212998170,0
10422363424409952171,12142353659873004101,0
12754395547653626647,9060462809841356058,0
8519740715821793767,6842730514075379925,0
1046431999030451287,8297673804601394658,1
10504745509413189830,15019635406724840381,1
3510771982833630363,13998391542184400711,1
4501344667466456527,11884839117672024637,0
6782999183038971698,9017433822292557757,1
15186787193883924503,14113578513985740152,0
3979436013349812528,9461168202853286396,0
1876063670869320661,11199921467346641081,1
6890536363469216920,10606007088002044241,1
12431074348909907495,12561592428859825442,1
18295534712190198694,5676256001788896129,1
7418780350172504053,14952045794040198020,1
16380557566768594796,8847489010963969565,0
14747916587132023211,4338660001339169521,0
4494759871668730942,7170928935854794487,1
15943206463760562065,18330378150167062241,1
5568663220847642564,9922807948239128107,1
10526238564294193753,6572902023570086240,1
10390513874195115719,15941075325150534026,0
14071557725669893737,17227465444342113013,0
12055772602060146239,12512579639209105974,1
9098052294348506779,2895488031311400412,0
16346470022234342065,1215255944821901201,1
15845963460719843588,2398075683432165553,0
4875775388216555108,14041585411914461210,1
1212926332666529309,5592275313158634083,0
9380507159826948837,8373119846468856222,0
1034506655953991347,5387082667970865096,1
1111345114091013177,6862394146856277037,1
12252382155192711649,11649475956266482802,1
9903754652304628263,9282751532984278937,1
11425343155946824993,12170521988845117805,1
4061270889545990651,9466023409321408977,1
4263193537522192583,4112051435155909804,1
11124842649538713855,10283622914423069729,0
16997374333310359672,1844036807939413109,0
13542861605078478775,11864512819274336138,0
6472486657033534087,1912317542292878728,1
9586408074642481436,17840926151750595201,1
5393424830521376978,16377897454458346498,1
8510263079751382098,15279041340023824088,1
4308534347316718492,8916300955124403304,1
8574196045644235461,3500111455386868088,0
9235925658593800330,5436357539002696770,0
5480077813909403337,17050333000041554020,1
7275741069078503630,5943489777835307987,1
9714336396029506956,3153974012295279795,0
1135789488417829230,17218991759134109272,1
1086528340699535524,6669362940429473682,1
4053013712802814912,14716579185987789607,1
8901978408667140128,9987886050093429833,1
16457249546107765140,14616330982463924415,1
15330699439725312990,10584857615653244623,1
17923824032687017693,14891488452381134116,1
13200979934020564981,12453664456626244255,0
3688804377392813000,1155569728608500171,0
4269537764992188945,13897021541462176735,0
10743060462153131873,1433770565570359858,1
12019658271415533598,12270881902593787018,1
12754953977022029023,7144850350793652090,1
11613836259919150435,11384094554267455998,0
9542609567921985643,397973865221583961,1
13920272152433879027,5473070315107128837,0
9789400107783459531,11100774629633228844,1
10217821897809482518,16921597736515067700,0
1910040123753483433,6204186193546184706,1
15455760207445353306,9317858905030033416,0
10118081430010253572,1515136374788889010,0
13143727657307007904,11954521768900586908,0
11314710804083745659,6483855389559860477,0
8937549095465744200,15854868946804318447,1
3996443468934709654,17396541699455621671,1
10587274472622245688,16780605049842511355,0
8084765448622213826,17516602005639308542,1
16135277444928366872,4152528504567611009,0
16482897775035838125,15051167884871993917,0
6084838298826175314,9324127022833024875,1
2936821503391265438,10364539069757112982,1
2627329739337875166,17017878753951725772,0
9886228387735080676,3604645215321970037,0
15905537290932068879,4003968765954083269,0
8893704621990291361,4974575987245992426,0
13234691115883811611,1435002067827742467,0
9247635606685232913,17295858416570525526,1
15754147841881718662,1424441294964278732,1
8861591105953391069,1705581290843491226,1
16039520208305641949,329133866649483812,1
15316541007011742114,12825470884035957399,0
13351027592065400671,9313466273529319615,0
9226414443856720412,11960976384800098155,0
1001558586381939404,9583118072276302346,0
10813194542826750695,12252006396017122840,1
1602407918477437598,3453718221356060591,0
8987346553896599735,18343608752546476423,0
17265038126880430762,6558204579088922917,0
14957972000048586570,885580405034090418,1
17070168044517699796,10819608802012792378,0
788019146947767290,3276365684255572073,1
12149221603438274152,9334428795486059900,0
10939823351273338173,6459503705049742556,1
17125108252684952418,7897154477410311273,1
12442424928021020464,11903660480872146842,1
3685135021743113442,3466652145103332843,0
7951204821334621480,3112078556428219371,1
11249607379437390329,3178164675755157575,1
5118092607100015989,11492152778465237632,0
16057179439884831614,7566113937550785772,0
4146313445892562918,12210376012089398651,0
4918891365710971937,7828074428459371591,0
7619774498185681839,9256294968875980444,0
16054517468779510875,7434559175646949891,0
9481321509114577080,1029667669531122770,0
6525652093747873469,2260090043501618845,1
13809453788236874501,5676065010294773352,0
719520864932132204,8348497163650847208,0
5312781125655016802,1657825682273754828,0
587354353603181311,9797004903331110778,0
1945016014255599459,18396329424084329577,0
16818636084530889895,15845399847658333952,0
9980492004621663132,11481451309798452525,0
15255861888278169511,12707641247873273740,0
816945106659102641,16178061435329454187,1
6950180081493221849,14067879631782954934,0
16347940522753107616,5732471916303763627,1
15569482010435571975,14114184885877307223,1
4578977061501396800,805134961614042087,0
11304268790395522558,3822858617528970847,0
1834061653311167688,7657713410473932561,1
11339051984503012851,16493660139644792729,0
12745266873617348214,15024764909779111538,0
11812786447042631609,11954570803877597572,0
15667890150126936088,3674172844267802259,0
8635789144757946597,2676857719169377020,0
8263741615991916858,10451101785240517050,0
16424072986215369664,9637530573845016753,1
1802965381838268501,7156518953684820581,1
4354392772192254674,7890246580741621250,1
8259113211277014300,16845932808267486501,1
17793409125478370110,13652731709912465613,0
10940306168966436115,18219330279498567869,0
624765443984208665,8268305837734513881,1
16932993783327278838,9223019006209346817,0
18049397439272230896,2089053844803731589,0
514865126062677430,18325874720802949833,0
3521999641444398063,13601931375630746483,1
16407889671150655551,1487046708955424317,1
8243694710563625249,1878422944060286515,1
12791566819852651669,13815378138028347623,1
15017188104964608181,9452170570374438358,1
4978028387685773562,16301317185746490714,0
7794859680095532830,15163646373775188376,1
11334274622522058169,13631390722588845258,1
5852679106804481189,11688596112458198337,0
7381675476667444591,6179723625337372137,1
7821115495205687687,3010170212417450694,1
14443850388316937043,16821665804427000291,1
1592702776979516246,13455570399879924852,0
8278395358722271507,17731775126340088839,0
8348160177158248140,14415967762894535947,0
17894515805406010727,9957815374278282754,1
1155459343038756528,31156044993279874,1
373156706143106302,11743757879073603797,0
16298653653177674232,14931108669105612257,1
16044028073878839877,7107078316610049750,1
5513224866167474018,8839490907922316895,0
10817096989226246978,2925227253280160905,1
6914783395277791414,3985640287086681523,1
15848818651955225668,17676921409676881986,0
2445676152242498576,4612191033191058344,0
1428109020111055819,6692737864519054539,1
7634187317825878574,15900697420080587210,1
6767137841726139878,12384870442593758654,0
3920519903587993269,13303856367648125411,0
7883316002625847529,13285049864984727709,1
6596121051200528626,1119081170409153824,0
7854171420951911245,5182848154511251827,1
4859691048681483850,17106403127509037370,1
6965270350522815421,5858173754541680509,0
9209141703191394728,9757300381753209354,0
315387463402637893,641045507438069708,1
2826867559568563383,3331925005849508540,0
17134523004773304716,3761968647573170067,0
1134573423591903364,14241572809792161104,1
11280697573211235718,11500201724847532262,0
10024238129032191779,13542675243714706721,0
9875128626541571745,15685512178145896763,1
10931012526815747000,34631696332521628,0
